ID,No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,DW,Day,Month,Day_Nom,Month_Nom,Year,Time,Time_Nom,Formatted_Reading_Time,Status,Status_Nom
11101,1200,114.0,28.04999924,80.97000122,1011.460022,0.310000002,142.0,220.0,One,21,1,Twenty-One,One,2024,0,Night,01-21,1,Very Bad
11102,1201,105.0,27.67000008,83.31999969,1011.380005,0.170000002,141.0,220.0,One,21,1,Twenty-One,One,2024,1,Night,01-21,1,Very Bad
11103,1202,104.0,27.21999931,85.22000122,1010.97998,0.0,141.0,220.0,One,21,1,Twenty-One,One,2024,2,Night,01-21,1,Very Bad
11104,1203,122.0,27.01000023,85.41000366,1010.549988,0.0,140.0,219.0,One,21,1,Twenty-One,One,2024,3,Night,01-21,1,Very Bad
11105,1204,107.0,26.86000061,86.45999908,1010.450012,0.0,142.0,218.0,One,21,1,Twenty-One,One,2024,4,Night,01-21,1,Very Bad
11106,1205,92.0,26.68000031,86.26000214,1010.650024,0.0,140.0,217.0,One,21,1,Twenty-One,One,2024,5,Night,01-21,1,Very Bad
11107,1206,91.0,26.47999954,87.55000305,1010.950012,0.0,142.0,215.0,One,21,1,Twenty-One,One,2024,6,Day,01-21,1,Very Bad
11108,1207,91.0,26.18000031,89.26999664,1011.700012,0.0,140.0,213.0,One,21,1,Twenty-One,One,2024,7,Day,01-21,1,Very Bad
11109,1208,114.0,26.79000092,85.83999634,1012.619995,0.0,309.0,211.0,One,21,1,Twenty-One,One,2024,8,Day,01-21,1,Very Bad
11110,1209,119.0,28.94000053,66.01999664,1013.48999,0.039999999,309.0,209.0,One,21,1,Twenty-One,One,2024,9,Day,01-21,1,Very Bad
11111,1210,88.0,31.0,60.09999847,1013.840027,0.239999995,360.0,208.0,One,21,1,Twenty-One,One,2024,10,Day,01-21,1,Very Bad
11112,1211,74.0,32.34999847,51.18999863,1013.820007,0.159999996,360.0,208.0,One,21,1,Twenty-One,One,2024,11,Day,01-21,1,Very Bad
11113,1212,57.0,33.31999969,40.72999954,1012.97998,0.239999995,218.0,208.0,One,21,1,Twenty-One,One,2024,12,Day,01-21,1,Very Bad
11114,1213,46.0,34.20999908,35.61000061,1011.75,0.140000001,308.0,207.0,One,21,1,Twenty-One,One,2024,13,Day,01-21,1,Very Bad
11115,1214,40.0,35.45000076,30.14999962,1010.52002,0.109999999,220.0,206.0,One,21,1,Twenty-One,One,2024,14,Day,01-21,1,Very Bad
11116,1215,43.0,36.16999817,28.68000031,1009.679993,0.159999996,61.0,206.0,One,21,1,Twenty-One,One,2024,15,Day,01-21,1,Very Bad
11117,1216,39.0,36.13000107,27.78000069,1009.22998,0.090000004,306.0,205.0,One,21,1,Twenty-One,One,2024,16,Day,01-21,1,Very Bad
11118,1217,40.0,35.34000015,33.84000015,1009.309998,0.150000006,217.0,205.0,One,21,1,Twenty-One,One,2024,17,Day,01-21,1,Very Bad
11119,1218,43.0,32.88999939,43.50999832,1009.650024,0.07,217.0,205.0,One,21,1,Twenty-One,One,2024,18,Night,01-21,1,Very Bad
11120,1219,57.0,30.45999908,52.22000122,1010.090027,0.039999999,0.0,205.0,One,21,1,Twenty-One,One,2024,19,Night,01-21,1,Very Bad
11121,1220,57.0,29.55999947,58.31999969,1010.640015,0.01,217.0,204.0,One,21,1,Twenty-One,One,2024,20,Night,01-21,1,Very Bad
11122,1221,62.0,28.46999931,63.81999969,1011.109985,0.0,216.0,203.0,One,21,1,Twenty-One,One,2024,21,Night,01-21,1,Very Bad
11123,1222,64.0,28.12000084,69.02999878,1011.219971,0.0,216.0,202.0,One,21,1,Twenty-One,One,2024,22,Night,01-21,1,Very Bad
11124,1223,66.0,28.01000023,75.36000061,1011.469971,0.0,360.0,201.0,One,21,1,Twenty-One,One,2024,23,Night,01-21,1,Very Bad
11125,1224,75.0,28.06999969,77.30999756,1011.52002,0.07,308.0,200.0,Two,22,1,Twenty-Two,One,2024,0,Night,01-22,2,Bad
11126,1225,81.0,27.59000015,77.93000031,1011.429993,0.090000004,217.0,197.0,Two,22,1,Twenty-Two,One,2024,1,Night,01-22,2,Bad
11127,1226,84.0,27.13999939,77.16999817,1011.210022,0.02,308.0,195.0,Two,22,1,Twenty-Two,One,2024,2,Night,01-22,2,Bad
11128,1227,78.0,26.30999947,78.19999695,1010.75,0.0,217.0,190.0,Two,22,1,Twenty-Two,One,2024,3,Night,01-22,2,Bad
11129,1228,79.0,25.85000038,79.94999695,1010.51001,0.0,217.0,187.0,Two,22,1,Twenty-Two,One,2024,4,Night,01-22,2,Bad
11130,1229,94.0,25.68000031,78.61000061,1010.77002,0.02,217.0,187.0,Two,22,1,Twenty-Two,One,2024,5,Night,01-22,2,Bad
11131,1230,97.0,25.32999992,79.19999695,1011.25,0.0,216.0,188.0,Two,22,1,Twenty-Two,One,2024,6,Day,01-22,2,Bad
11132,1231,85.0,25.48999977,68.93000031,1012.030029,0.01,308.0,187.0,Two,22,1,Twenty-Two,One,2024,7,Day,01-22,2,Bad
11133,1232,85.0,26.04000092,60.13000107,1012.929993,0.0,0.0,184.0,Two,22,1,Twenty-Two,One,2024,8,Day,01-22,2,Bad
11134,1233,87.0,27.56999969,44.11999893,1013.700012,0.25999999,306.0,180.0,Two,22,1,Twenty-Two,One,2024,9,Day,01-22,2,Bad
11135,1234,79.0,29.10000038,36.68000031,1014.390015,0.25999999,142.0,179.0,Two,22,1,Twenty-Two,One,2024,10,Day,01-22,2,Bad
11136,1235,61.0,30.92000008,31.77000046,1014.109985,0.330000013,218.0,178.0,Two,22,1,Twenty-Two,One,2024,11,Day,01-22,2,Bad
11137,1236,59.0,32.02000046,29.0,1013.280029,0.439999998,0.0,178.0,Two,22,1,Twenty-Two,One,2024,12,Day,01-22,2,Bad
11138,1237,52.0,32.93999863,27.79999924,1012.039978,0.379999995,0.0,179.0,Two,22,1,Twenty-Two,One,2024,13,Day,01-22,2,Bad
11139,1238,56.0,33.52999878,29.28000069,1010.76001,0.379999995,309.0,180.0,Two,22,1,Twenty-Two,One,2024,14,Day,01-22,2,Bad
11140,1239,59.0,33.88999939,29.5,1009.890015,0.379999995,360.0,182.0,Two,22,1,Twenty-Two,One,2024,15,Day,01-22,2,Bad
11141,1240,59.0,33.74000168,30.19000053,1009.659973,0.310000002,360.0,184.0,Two,22,1,Twenty-Two,One,2024,16,Day,01-22,2,Bad
11142,1241,56.0,33.52000046,31.35000038,1009.849976,0.389999986,64.0,186.0,Two,22,1,Twenty-Two,One,2024,17,Day,01-22,2,Bad
11143,1242,55.0,32.77000046,33.93000031,1010.429993,0.389999986,114.0,188.0,Two,22,1,Twenty-Two,One,2024,18,Night,01-22,2,Bad
11144,1243,69.0,30.96999931,42.95000076,1010.919983,0.340000004,216.0,189.0,Two,22,1,Twenty-Two,One,2024,19,Night,01-22,2,Bad
11145,1244,89.0,30.04000092,46.25999832,1011.280029,0.200000003,360.0,192.0,Two,22,1,Twenty-Two,One,2024,20,Night,01-22,2,Bad
11146,1245,81.0,29.39999962,48.68999863,1011.890015,0.860000014,360.0,194.0,Two,22,1,Twenty-Two,One,2024,21,Night,01-22,2,Bad
11147,1246,92.0,28.53000069,53.08000183,1012.47998,1.0,360.0,198.0,Two,22,1,Twenty-Two,One,2024,22,Night,01-22,2,Bad
11148,1247,107.0,27.84000015,60.47999954,1012.890015,0.980000019,360.0,201.0,Two,22,1,Twenty-Two,One,2024,23,Night,01-22,1,Very Bad
11149,1248,94.0,27.78000069,68.33999634,1012.840027,1.0,360.0,201.0,Three,23,1,Twenty-Three,One,2024,0,Night,01-23,1,Very Bad
11150,1249,63.0,28.11000061,70.51999664,1012.599976,0.49000001,310.0,201.0,Three,23,1,Twenty-Three,One,2024,1,Night,01-23,1,Very Bad
11151,1250,65.0,27.67000008,75.41000366,1012.289978,0.0,308.0,200.0,Three,23,1,Twenty-Three,One,2024,2,Night,01-23,1,Very Bad
11152,1251,86.0,27.15999985,81.73000336,1012.0,0.01,216.0,200.0,Three,23,1,Twenty-Three,One,2024,3,Night,01-23,1,Very Bad
11153,1252,86.0,27.0,82.56999969,1012.080017,0.050000001,360.0,201.0,Three,23,1,Twenty-Three,One,2024,4,Night,01-23,1,Very Bad
11154,1253,122.0,26.10000038,83.19000244,1012.26001,0.059999999,310.0,202.0,Three,23,1,Twenty-Three,One,2024,5,Night,01-23,1,Very Bad
11155,1254,136.0,25.75,83.73000336,1012.340027,0.200000003,220.0,203.0,Three,23,1,Twenty-Three,One,2024,6,Day,01-23,1,Very Bad
11156,1255,139.0,25.46999931,83.94000244,1012.559998,0.219999999,219.0,206.0,Three,23,1,Twenty-Three,One,2024,7,Day,01-23,1,Very Bad
11157,1256,145.0,25.38999939,85.48999786,1013.429993,0.200000003,216.0,208.0,Three,23,1,Twenty-Three,One,2024,8,Day,01-23,1,Very Bad
11158,1257,143.0,26.45000076,81.26000214,1014.340027,0.129999995,217.0,210.0,Three,23,1,Twenty-Three,One,2024,9,Day,01-23,1,Very Bad
11159,1258,105.0,29.77000046,67.66000366,1014.609985,0.25,218.0,212.0,Three,23,1,Twenty-Three,One,2024,11,Day,01-23,1,Very Bad
11160,1259,76.0,30.72999954,58.06000137,1013.900024,0.519999981,307.0,212.0,Three,23,1,Twenty-Three,One,2024,12,Day,01-23,1,Very Bad
11161,1260,120.0,28.23999977,71.11000061,1013.280029,0.829999983,307.0,215.0,Three,23,1,Twenty-Three,One,2024,13,Day,01-23,1,Very Bad
11162,1261,143.0,28.90999985,70.11000061,1012.369995,0.129999995,217.0,218.0,Three,23,1,Twenty-Three,One,2024,14,Day,01-23,1,Very Bad
11163,1262,161.0,28.96999931,71.58000183,1011.340027,0.360000014,0.0,223.0,Three,23,1,Twenty-Three,One,2024,16,Day,01-23,1,Very Bad
11164,1263,167.0,28.0,77.12000275,1011.590027,0.360000014,143.0,227.0,Three,23,1,Twenty-Three,One,2024,17,Day,01-23,1,Very Bad
11165,1264,145.0,26.56999969,86.62000275,1012.309998,0.140000001,217.0,231.0,Three,23,1,Twenty-Three,One,2024,18,Night,01-23,1,Very Bad
11166,1265,148.0,26.89999962,81.86000061,1012.669983,0.0,311.0,235.0,Three,23,1,Twenty-Three,One,2024,19,Night,01-23,1,Very Bad
11167,1266,190.0,26.96999931,80.05999756,1013.099976,0.360000014,0.0,240.0,Three,23,1,Twenty-Three,One,2024,20,Night,01-23,1,Very Bad
11168,1267,230.0,26.84000015,80.51999664,1013.859985,0.01,309.0,247.0,Three,23,1,Twenty-Three,One,2024,21,Night,01-23,1,Very Bad
11169,1268,196.0,26.84000015,80.51000214,1014.48999,0.0,216.0,252.0,Three,23,1,Twenty-Three,One,2024,22,Night,01-23,1,Very Bad
11170,1269,163.0,27.17000008,78.91000366,1014.73999,0.0,305.0,255.0,Three,23,1,Twenty-Three,One,2024,23,Night,01-23,1,Very Bad
11171,1270,171.0,27.32999992,79.05999756,1014.590027,0.0,307.0,258.0,Four,24,1,Twenty-Four,One,2024,0,Night,01-24,1,Very Bad
11172,1271,170.0,27.20999908,79.02999878,1014.369995,0.0,307.0,261.0,Four,24,1,Twenty-Four,One,2024,1,Night,01-24,1,Very Bad
11173,1272,185.0,26.92000008,80.91000366,1014.039978,0.01,306.0,265.0,Four,24,1,Twenty-Four,One,2024,2,Night,01-24,1,Very Bad
11174,1273,180.0,26.42000008,83.51999664,1013.330017,0.029999999,217.0,270.0,Four,24,1,Twenty-Four,One,2024,3,Night,01-24,1,Very Bad
11175,1274,61.0,26.79999924,60.95000076,1012.97998,0.219999999,360.0,269.0,Four,24,1,Twenty-Four,One,2024,4,Night,01-24,1,Very Bad
11176,1275,35.0,26.82999992,54.13000107,1012.969971,0.090000004,0.0,267.0,Four,24,1,Twenty-Four,One,2024,5,Night,01-24,1,Very Bad
11177,1276,34.0,26.37999916,53.34999847,1013.530029,0.209999993,217.0,265.0,Four,24,1,Twenty-Four,One,2024,6,Day,01-24,1,Very Bad
11178,1277,32.0,25.87000084,53.56999969,1014.469971,0.360000014,215.0,261.0,Four,24,1,Twenty-Four,One,2024,7,Day,01-24,1,Very Bad
11179,1278,31.0,25.47999954,53.72000122,1015.390015,0.319999993,309.0,257.0,Four,24,1,Twenty-Four,One,2024,8,Day,01-24,1,Very Bad
11180,1279,34.0,25.46999931,55.06000137,1016.219971,0.639999986,308.0,253.0,Four,24,1,Twenty-Four,One,2024,9,Day,01-24,1,Very Bad
11181,1280,31.0,26.5,52.22000122,1016.669983,0.709999979,306.0,248.0,Four,24,1,Twenty-Four,One,2024,10,Day,01-24,1,Very Bad
11182,1281,31.0,27.71999931,48.29999924,1016.650024,0.75,360.0,243.0,Four,24,1,Twenty-Four,One,2024,11,Day,01-24,1,Very Bad
11183,1282,35.0,28.29999924,46.02999878,1016.150024,1.470000029,309.0,240.0,Four,24,1,Twenty-Four,One,2024,12,Day,01-24,1,Very Bad
11184,1283,34.0,29.26000023,43.83000183,1015.25,1.460000038,360.0,239.0,Four,24,1,Twenty-Four,One,2024,13,Day,01-24,1,Very Bad
11185,1284,28.0,29.53000069,42.40999985,1014.169983,0.74000001,216.0,235.0,Four,24,1,Twenty-Four,One,2024,14,Day,01-24,1,Very Bad
11186,1285,26.0,29.15999985,43.04999924,1013.359985,0.270000011,310.0,230.0,Four,24,1,Twenty-Four,One,2024,15,Day,01-24,1,Very Bad
11187,1286,29.0,28.40999985,47.15000153,1012.98999,0.360000014,144.0,224.0,Four,24,1,Twenty-Four,One,2024,16,Day,01-24,1,Very Bad
11188,1287,40.0,26.51000023,58.65999985,1013.22998,1.220000029,306.0,219.0,Four,24,1,Twenty-Four,One,2024,17,Day,01-24,1,Very Bad
11189,1288,38.0,26.29000092,59.97999954,1013.690002,0.629999995,64.0,215.0,Four,24,1,Twenty-Four,One,2024,18,Night,01-24,1,Very Bad
11190,1289,43.0,25.90999985,61.86000061,1014.369995,0.439999998,0.0,210.0,Four,24,1,Twenty-Four,One,2024,19,Night,01-24,1,Very Bad
11191,1290,45.0,25.20000076,63.86000061,1015.200012,0.699999988,360.0,204.0,Four,24,1,Twenty-Four,One,2024,20,Night,01-24,1,Very Bad
11192,1291,52.0,24.22999954,67.44000244,1015.880005,0.660000026,360.0,192.0,Four,24,1,Twenty-Four,One,2024,21,Night,01-24,2,Bad
11193,1292,69.0,24.20000076,69.38999939,1016.580017,0.419999987,308.0,178.0,Four,24,1,Twenty-Four,One,2024,22,Night,01-24,2,Bad
11194,1293,54.0,24.54000092,66.20999908,1016.830017,0.340000004,66.0,166.0,Four,24,1,Twenty-Four,One,2024,23,Night,01-24,2,Bad
11195,1294,47.0,24.62000084,66.62999725,1016.880005,0.300000012,217.0,152.0,Five,25,1,Twenty-Five,One,2024,0,Night,01-25,2,Bad
11196,1295,54.0,23.59000015,75.55999756,1016.419983,0.310000002,58.0,139.0,Five,25,1,Twenty-Five,One,2024,1,Night,01-25,2,Bad
11197,1296,61.0,23.54999924,76.91999817,1016.0,0.310000002,302.0,125.0,Five,25,1,Twenty-Five,One,2024,2,Night,01-25,2,Bad
11198,1297,68.0,23.67000008,75.34999847,1015.409973,0.50999999,72.0,113.0,Five,25,1,Twenty-Five,One,2024,3,Night,01-25,2,Bad
11199,1298,50.0,23.0,73.51000214,1015.030029,0.340000004,218.0,112.0,Five,25,1,Twenty-Five,One,2024,4,Night,01-25,2,Bad
11200,1299,43.0,23.0,70.38999939,1015.150024,0.230000004,311.0,113.0,Five,25,1,Twenty-Five,One,2024,5,Night,01-25,2,Bad
11201,1300,47.0,23.20000076,72.52999878,1015.609985,0.129999995,307.0,114.0,Five,25,1,Twenty-Five,One,2024,6,Day,01-25,2,Bad
11202,1301,42.0,23.12000084,70.54000092,1016.119995,0.25999999,218.0,115.0,Five,25,1,Twenty-Five,One,2024,7,Day,01-25,2,Bad
11203,1302,39.0,24.22999954,64.52999878,1017.960022,0.589999974,223.0,116.0,Five,25,1,Twenty-Five,One,2024,9,Day,01-25,2,Bad
11204,1303,38.0,24.68000031,63.20000076,1018.799988,0.589999974,360.0,117.0,Five,25,1,Twenty-Five,One,2024,10,Day,01-25,2,Bad
11205,1304,39.0,24.96999931,61.84000015,1018.849976,0.769999981,309.0,117.0,Five,25,1,Twenty-Five,One,2024,11,Day,01-25,2,Bad
11206,1305,45.0,25.59000015,60.41999817,1018.390015,0.75999999,0.0,119.0,Five,25,1,Twenty-Five,One,2024,12,Day,01-25,2,Bad
11207,1306,51.0,26.87999916,56.00999832,1017.619995,0.879999995,218.0,121.0,Five,25,1,Twenty-Five,One,2024,13,Day,01-25,2,Bad
11208,1307,48.0,28.32999992,51.77000046,1016.400024,0.819999993,0.0,122.0,Five,25,1,Twenty-Five,One,2024,14,Day,01-25,2,Bad
11209,1308,37.0,27.45999908,56.83000183,1015.419983,1.620000005,217.0,123.0,Five,25,1,Twenty-Five,One,2024,15,Day,01-25,2,Bad
11210,1309,34.0,27.02000046,56.77000046,1015.02002,1.590000033,307.0,124.0,Five,25,1,Twenty-Five,One,2024,16,Day,01-25,2,Bad
11211,1310,35.0,25.79999924,60.34999847,1015.390015,1.320000052,360.0,125.0,Five,25,1,Twenty-Five,One,2024,17,Day,01-25,2,Bad
11212,1311,33.0,24.95000076,61.88999939,1015.75,1.5,360.0,124.0,Five,25,1,Twenty-Five,One,2024,18,Night,01-25,2,Bad
11213,1312,36.0,24.62000084,60.29000092,1016.109985,0.660000026,216.0,124.0,Five,25,1,Twenty-Five,One,2024,19,Night,01-25,2,Bad
11214,1313,39.0,24.42000008,59.5,1016.630005,0.889999986,217.0,123.0,Five,25,1,Twenty-Five,One,2024,20,Night,01-25,2,Bad
11215,1314,42.0,24.30999947,59.27999878,1017.26001,0.589999974,0.0,123.0,Five,25,1,Twenty-Five,One,2024,21,Night,01-25,2,Bad
11216,1315,47.0,24.26000023,59.11000061,1017.799988,1.120000005,299.0,123.0,Five,25,1,Twenty-Five,One,2024,22,Night,01-25,2,Bad
11217,1316,78.0,23.70000076,66.98000336,1018.150024,0.870000005,63.0,124.0,Five,25,1,Twenty-Five,One,2024,23,Night,01-25,2,Bad
11218,1317,87.0,23.51000023,67.22000122,1017.869995,0.550000012,0.0,127.0,Six,26,1,Twenty-Six,One,2024,0,Night,01-26,2,Bad
11220,1318,78.0,23.03000069,68.05000305,1017.330017,0.50999999,64.0,134.0,Six,26,1,Twenty-Six,One,2024,2,Night,01-26,2,Bad
11221,1319,73.0,22.72999954,69.52999878,1017.01001,0.519999981,360.0,135.0,Six,26,1,Twenty-Six,One,2024,3,Night,01-26,2,Bad
11222,1320,66.0,22.35000038,70.93000031,1016.849976,0.699999988,307.0,135.0,Six,26,1,Twenty-Six,One,2024,4,Night,01-26,2,Bad
11223,1321,63.0,22.17000008,72.22000122,1017.109985,0.529999971,217.0,136.0,Six,26,1,Twenty-Six,One,2024,5,Night,01-26,2,Bad
11224,1322,68.0,21.82999992,73.66000366,1017.940002,0.449999988,217.0,139.0,Six,26,1,Twenty-Six,One,2024,7,Day,01-26,2,Bad
11225,1323,61.0,22.34000015,71.38999939,1019.409973,0.75999999,64.0,141.0,Six,26,1,Twenty-Six,One,2024,9,Day,01-26,2,Bad
11226,1324,65.0,23.73999977,65.05999756,1019.76001,0.430000007,144.0,143.0,Six,26,1,Twenty-Six,One,2024,10,Day,01-26,2,Bad
11227,1325,67.0,24.37999916,63.50999832,1019.559998,0.800000012,308.0,146.0,Six,26,1,Twenty-Six,One,2024,11,Day,01-26,2,Bad
11228,1326,81.0,25.96999931,58.04000092,1018.559998,0.930000007,0.0,151.0,Six,26,1,Twenty-Six,One,2024,12,Day,01-26,2,Bad
11229,1327,73.0,27.45000076,53.88999939,1017.570007,1.269999981,64.0,155.0,Six,26,1,Twenty-Six,One,2024,13,Day,01-26,2,Bad
11230,1328,75.0,28.35000038,51.93000031,1016.390015,0.790000021,0.0,158.0,Six,26,1,Twenty-Six,One,2024,14,Day,01-26,2,Bad
11231,1329,73.0,29.22999954,49.61000061,1015.309998,0.819999993,65.0,161.0,Six,26,1,Twenty-Six,One,2024,15,Day,01-26,2,Bad
11232,1330,65.0,29.70999908,48.49000168,1014.619995,0.910000026,218.0,162.0,Six,26,1,Twenty-Six,One,2024,16,Day,01-26,2,Bad
11233,1331,65.0,29.25,51.77000046,1014.51001,0.949999988,0.0,165.0,Six,26,1,Twenty-Six,One,2024,17,Day,01-26,2,Bad
11234,1332,68.0,28.20999908,55.77000046,1014.929993,0.819999993,309.0,169.0,Six,26,1,Twenty-Six,One,2024,18,Night,01-26,2,Bad
11235,1333,76.0,26.87999916,60.11999893,1015.400024,0.689999998,308.0,174.0,Six,26,1,Twenty-Six,One,2024,19,Night,01-26,2,Bad
11236,1334,67.0,26.59000015,60.40999985,1015.960022,0.5,317.0,177.0,Six,26,1,Twenty-Six,One,2024,20,Night,01-26,2,Bad
11237,1335,67.0,26.43000031,60.84999847,1016.700012,0.219999999,218.0,181.0,Six,26,1,Twenty-Six,One,2024,21,Night,01-26,2,Bad
11238,1336,79.0,26.19000053,62.77000046,1017.200012,0.389999986,64.0,185.0,Six,26,1,Twenty-Six,One,2024,22,Night,01-26,2,Bad
11239,1337,93.0,25.86000061,65.98000336,1017.340027,0.239999995,216.0,191.0,Six,26,1,Twenty-Six,One,2024,23,Night,01-26,2,Bad
11240,1338,86.0,25.62999916,67.31999969,1016.950012,0.209999993,218.0,195.0,Seven,27,1,Twenty-Seven,One,2024,0,Night,01-27,2,Bad
11241,1339,91.0,25.20999908,69.73000336,1016.609985,0.280000001,308.0,197.0,Seven,27,1,Twenty-Seven,One,2024,1,Night,01-27,2,Bad
11242,1340,91.0,24.81999969,70.80000305,1016.47998,0.370000005,308.0,197.0,Seven,27,1,Twenty-Seven,One,2024,2,Night,01-27,2,Bad
11243,1341,101.0,23.89999962,73.91000366,1015.710022,0.25,0.0,199.0,Seven,27,1,Twenty-Seven,One,2024,4,Night,01-27,2,Bad
11244,1342,106.0,23.64999962,76.55000305,1015.73999,0.200000003,308.0,201.0,Seven,27,1,Twenty-Seven,One,2024,5,Night,01-27,1,Very Bad
11245,1343,109.0,23.47999954,78.06999969,1016.070007,0.159999996,0.0,202.0,Seven,27,1,Twenty-Seven,One,2024,6,Day,01-27,1,Very Bad
11246,1344,111.0,23.29999924,78.01999664,1016.48999,0.419999987,0.0,204.0,Seven,27,1,Twenty-Seven,One,2024,7,Day,01-27,1,Very Bad
11247,1345,99.0,23.12999916,77.84999847,1017.210022,0.519999981,64.0,206.0,Seven,27,1,Twenty-Seven,One,2024,8,Day,01-27,1,Very Bad
11248,1346,120.0,24.30999947,72.33999634,1017.950012,0.589999974,142.0,208.0,Seven,27,1,Twenty-Seven,One,2024,9,Day,01-27,1,Very Bad
11249,1347,115.0,25.73999977,65.62999725,1018.419983,0.579999983,309.0,210.0,Seven,27,1,Twenty-Seven,One,2024,10,Day,01-27,1,Very Bad
11250,1348,102.0,27.04000092,60.75999832,1018.099976,0.449999988,360.0,212.0,Seven,27,1,Twenty-Seven,One,2024,11,Day,01-27,1,Very Bad
11251,1349,72.0,29.28000069,50.02000046,1017.109985,0.769999981,308.0,212.0,Seven,27,1,Twenty-Seven,One,2024,12,Day,01-27,1,Very Bad
11252,1350,53.0,30.72999954,43.81000137,1015.75,0.879999995,306.0,211.0,Seven,27,1,Twenty-Seven,One,2024,13,Day,01-27,1,Very Bad
11253,1351,62.0,31.29999924,42.09999847,1014.369995,0.860000014,217.0,210.0,Seven,27,1,Twenty-Seven,One,2024,14,Day,01-27,1,Very Bad
11254,1352,73.0,31.85000038,40.68000031,1013.25,0.529999971,306.0,210.0,Seven,27,1,Twenty-Seven,One,2024,15,Day,01-27,1,Very Bad
11255,1353,77.0,32.04000092,40.34000015,1012.539978,0.689999998,205.0,210.0,Seven,27,1,Twenty-Seven,One,2024,16,Day,01-27,1,Very Bad
11256,1354,73.0,31.73999977,41.02000046,1012.460022,0.949999988,309.0,211.0,Seven,27,1,Twenty-Seven,One,2024,17,Day,01-27,1,Very Bad
11257,1355,72.0,31.14999962,42.88000107,1012.900024,0.49000001,216.0,211.0,Seven,27,1,Twenty-Seven,One,2024,18,Night,01-27,1,Very Bad
11258,1356,72.0,30.37000084,45.15999985,1013.320007,0.310000002,311.0,211.0,Seven,27,1,Twenty-Seven,One,2024,19,Night,01-27,1,Very Bad
11259,1357,87.0,29.68000031,48.31000137,1013.830017,0.239999995,143.0,211.0,Seven,27,1,Twenty-Seven,One,2024,20,Night,01-27,1,Very Bad
11260,1358,120.0,28.06999969,60.84000015,1014.429993,0.340000004,360.0,214.0,Seven,27,1,Twenty-Seven,One,2024,21,Night,01-27,1,Very Bad
11261,1359,130.0,27.55999947,64.61000061,1014.840027,0.310000002,322.0,216.0,Seven,27,1,Twenty-Seven,One,2024,22,Night,01-27,1,Very Bad
11262,1360,155.0,27.15999985,67.48999786,1015.140015,0.219999999,309.0,219.0,Seven,27,1,Twenty-Seven,One,2024,23,Night,01-27,1,Very Bad
11263,1361,171.0,26.88999939,68.38999939,1015.289978,0.140000001,308.0,223.0,One,28,1,Twenty-Eight,One,2024,0,Night,01-28,1,Very Bad
11264,1362,144.0,26.65999985,67.34999847,1015.190002,0.01,308.0,225.0,One,28,1,Twenty-Eight,One,2024,1,Night,01-28,1,Very Bad
11265,1363,127.0,26.43000031,68.13999939,1015.0,0.090000004,360.0,227.0,One,28,1,Twenty-Eight,One,2024,2,Night,01-28,1,Very Bad
11266,1364,118.0,26.04000092,69.33999634,1014.47998,0.090000004,141.0,228.0,One,28,1,Twenty-Eight,One,2024,3,Night,01-28,1,Very Bad
11267,1365,130.0,25.80999947,69.80000305,1014.02002,0.039999999,310.0,229.0,One,28,1,Twenty-Eight,One,2024,4,Night,01-28,1,Very Bad
11268,1366,116.0,25.68000031,67.73000336,1013.890015,0.029999999,216.0,229.0,One,28,1,Twenty-Eight,One,2024,5,Night,01-28,1,Very Bad
11269,1367,110.0,25.32999992,68.5,1014.47998,0.050000001,64.0,229.0,One,28,1,Twenty-Eight,One,2024,6,Day,01-28,1,Very Bad
11270,1368,143.0,24.46999931,78.23000336,1015.380005,0.180000007,325.0,231.0,One,28,1,Twenty-Eight,One,2024,7,Day,01-28,1,Very Bad
11271,1369,151.0,24.52000046,79.73000336,1016.169983,0.170000002,308.0,233.0,One,28,1,Twenty-Eight,One,2024,8,Day,01-28,1,Very Bad
11272,1370,132.0,26.68000031,65.41999817,1016.960022,0.170000002,217.0,233.0,One,28,1,Twenty-Eight,One,2024,9,Day,01-28,1,Very Bad
11273,1371,67.0,29.46999931,48.56000137,1017.450012,0.610000014,219.0,231.0,One,28,1,Twenty-Eight,One,2024,10,Day,01-28,1,Very Bad
11274,1372,59.0,30.5,45.36000061,1017.340027,0.819999993,341.0,230.0,One,28,1,Twenty-Eight,One,2024,11,Day,01-28,1,Very Bad
11275,1373,61.0,31.17000008,43.68999863,1016.359985,1.070000052,141.0,229.0,One,28,1,Twenty-Eight,One,2024,12,Day,01-28,1,Very Bad
11276,1374,75.0,31.43000031,43.59000015,1015.210022,1.179999948,305.0,230.0,One,28,1,Twenty-Eight,One,2024,13,Day,01-28,1,Very Bad
11277,1375,74.0,32.40999985,41.11000061,1013.869995,0.469999999,298.0,231.0,One,28,1,Twenty-Eight,One,2024,14,Day,01-28,1,Very Bad
11278,1376,80.0,32.81999969,40.72999954,1012.780029,0.389999986,360.0,231.0,One,28,1,Twenty-Eight,One,2024,15,Day,01-28,1,Very Bad
11279,1377,83.0,33.27999878,39.38999939,1012.080017,0.219999999,0.0,231.0,One,28,1,Twenty-Eight,One,2024,16,Day,01-28,1,Very Bad
11280,1378,89.0,32.61999893,40.79000092,1012.27002,0.180000007,219.0,232.0,One,28,1,Twenty-Eight,One,2024,17,Day,01-28,1,Very Bad
