ID,No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,DW,Day,Month,Year,Time,Status
11030,1135,61.0,33.40000153,51.75,1013.440002,3.069999933,360.0,116.0,7,13,1,2024,12,2
11031,1136,67.0,34.11999893,49.41999817,1012.530029,3.200000048,360.0,118.0,7,13,1,2024,13,2
11032,1137,61.0,36.40000153,44.49000168,1011.48999,3.279999971,360.0,120.0,7,13,1,2024,14,2
11033,1138,70.0,34.47999954,48.13999939,1010.75,3.099999905,360.0,123.0,7,13,1,2024,15,2
11034,1139,75.0,32.56000137,53.70999908,1010.539978,3.049999952,360.0,127.0,7,13,1,2024,16,2
11035,1140,83.0,31.29999924,59.86999893,1010.809998,3.079999924,360.0,131.0,7,13,1,2024,17,2
11036,1141,85.0,29.30999947,72.62999725,1011.159973,3.079999924,360.0,135.0,7,13,1,2024,18,2
11037,1142,96.0,29.42000008,71.81999969,1011.440002,3.00999999,360.0,140.0,7,13,1,2024,19,2
11038,1143,53.0,28.44000053,78.30999756,1013.659973,0.0,306.0,141.0,7,13,1,2024,23,2
11039,1144,117.0,28.19000053,59.00999832,1013.809998,0.0,222.0,149.0,5,18,1,2024,9,2
11040,1145,113.0,28.75,56.59000015,1013.820007,0.409999996,316.0,157.0,5,18,1,2024,10,2
11041,1146,96.0,30.30999947,48.58000183,1013.330017,0.550000012,220.0,162.0,5,18,1,2024,11,2
11042,1147,91.0,31.62000084,44.40000153,1012.219971,0.519999981,220.0,167.0,5,18,1,2024,12,2
11043,1148,79.0,32.38999939,40.72000122,1010.97998,0.529999971,313.0,171.0,5,18,1,2024,13,2
11044,1149,72.0,33.00999832,37.95999908,1009.599976,0.5,310.0,174.0,5,18,1,2024,14,2
11045,1150,66.0,33.41999817,36.93000031,1008.559998,0.409999996,0.0,177.0,5,18,1,2024,15,2
11046,1151,60.0,33.36000061,37.63999939,1008.090027,0.379999995,217.0,179.0,5,18,1,2024,16,2
11047,1152,55.0,33.88000107,37.75999832,1008.130005,0.219999999,310.0,182.0,5,18,1,2024,17,2
11048,1153,56.0,32.18000031,43.54000092,1008.580017,0.370000005,141.0,184.0,5,18,1,2024,18,2
11049,1154,65.0,30.64999962,47.5,1009.22998,0.01,309.0,188.0,5,18,1,2024,19,2
11050,1155,98.0,30.25,48.29000092,1009.950012,0.079999998,0.0,195.0,5,18,1,2024,20,2
11051,1156,127.0,29.56999969,51.93000031,1010.52002,0.129999995,0.0,202.0,5,18,1,2024,21,1
11052,1157,123.0,28.96999931,54.54000092,1010.820007,0.230000004,0.0,205.0,5,18,1,2024,22,1
11053,1158,128.0,28.55999947,56.56000137,1010.789978,0.280000001,360.0,208.0,5,18,1,2024,23,1
11054,1159,156.0,27.40999985,62.11000061,1010.830017,0.99000001,360.0,212.0,6,19,1,2024,0,1
11055,1160,157.0,27.20000076,63.13999939,1010.51001,0.980000019,360.0,216.0,6,19,1,2024,1,1
11056,1161,167.0,27.0,66.05000305,1010.059998,1.00999999,360.0,220.0,6,19,1,2024,2,1
11057,1162,171.0,27.01000023,68.18000031,1009.690002,0.980000019,360.0,224.0,6,19,1,2024,3,1
11058,1163,183.0,27.02000046,69.08999634,1009.700012,0.800000012,0.0,229.0,6,19,1,2024,4,1
11059,1164,233.0,26.21999931,72.04000092,1010.099976,0.100000001,0.0,235.0,6,19,1,2024,5,1
11060,1165,243.0,25.78000069,74.66000366,1010.640015,0.0,0.0,242.0,6,19,1,2024,6,1
11061,1166,235.0,25.82999992,72.55000305,1011.26001,0.0,310.0,248.0,6,19,1,2024,7,1
11062,1167,244.0,26.42000008,71.62999725,1012.059998,0.0,306.0,256.0,6,19,1,2024,8,1
11063,1168,203.0,28.11000061,58.61000061,1012.960022,0.150000006,64.0,259.0,6,19,1,2024,9,1
11064,1169,155.0,29.95000076,52.02000046,1013.369995,0.159999996,308.0,261.0,6,19,1,2024,10,1
11065,1170,127.0,31.62000084,47.06999969,1013.049988,0.280000001,65.0,262.0,6,19,1,2024,11,1
11066,1171,94.0,33.13000107,41.02000046,1012.030029,0.159999996,217.0,262.0,6,19,1,2024,12,1
11067,1172,93.0,34.50999832,37.43999863,1010.460022,0.430000007,141.0,263.0,6,19,1,2024,13,1
11068,1173,111.0,33.88000107,39.20999908,1009.0,0.090000004,217.0,264.0,6,19,1,2024,14,1
11069,1174,92.0,34.63000107,35.54999924,1007.929993,0.150000006,360.0,266.0,6,19,1,2024,15,1
11070,1175,60.0,36.04000092,31.03000069,1007.349976,0.119999997,299.0,266.0,6,19,1,2024,16,1
11071,1176,51.0,35.25,31.61000061,1007.47998,0.159999996,309.0,265.0,6,19,1,2024,17,1
11072,1177,46.0,33.54999924,33.97999954,1008.049988,0.109999999,142.0,265.0,6,19,1,2024,18,1
11073,1178,39.0,31.26000023,39.11999893,1008.539978,0.0,142.0,264.0,6,19,1,2024,19,1
11074,1179,52.0,30.39999962,41.93999863,1009.210022,0.0,141.0,262.0,6,19,1,2024,20,1
11075,1180,56.0,29.90999985,42.90000153,1009.72998,0.0,142.0,259.0,6,19,1,2024,21,1
11076,1181,64.0,28.97999954,50.27999878,1009.900024,0.0,141.0,257.0,6,19,1,2024,22,1
11077,1182,77.0,28.36000061,62.38000107,1010.140015,0.0,216.0,254.0,6,19,1,2024,23,1
11078,1183,89.0,27.93000031,68.22000122,1010.140015,0.0,137.0,252.0,7,20,1,2024,0,1
11079,1184,105.0,28.09000015,68.19999695,1010.080017,0.119999997,310.0,249.0,7,20,1,2024,1,1
11080,1185,148.0,26.95999908,76.95999908,1009.299988,0.0,307.0,249.0,7,20,1,2024,3,1
11081,1186,132.0,26.63999939,80.70999908,1009.059998,0.0,308.0,247.0,7,20,1,2024,4,1
11082,1187,126.0,26.80999947,82.36000061,1009.200012,0.0,307.0,245.0,7,20,1,2024,5,1
11083,1188,131.0,26.80999947,83.91999817,1009.530029,0.0,308.0,240.0,7,20,1,2024,6,1
11084,1189,144.0,26.42000008,86.59999847,1010.039978,0.0,312.0,236.0,7,20,1,2024,7,1
11085,1190,168.0,26.54000092,87.61000061,1011.039978,0.0,308.0,234.0,7,20,1,2024,8,1
11086,1191,160.0,28.67000008,77.41000366,1011.98999,0.0,309.0,230.0,7,20,1,2024,9,1
11087,1192,101.0,30.87999916,61.41999817,1012.599976,0.119999997,61.0,226.0,7,20,1,2024,10,1
11088,1193,78.0,32.52000046,51.72000122,1012.650024,0.150000006,311.0,223.0,7,20,1,2024,11,1
11089,1194,69.0,34.18000031,41.18000031,1011.890015,0.059999999,360.0,220.0,7,20,1,2024,12,1
11090,1195,62.0,35.65000153,36.83000183,1010.72998,0.209999993,309.0,219.0,7,20,1,2024,13,1
11091,1196,53.0,36.15000153,32.90999985,1009.419983,0.189999998,308.0,217.0,7,20,1,2024,14,1
11092,1197,52.0,35.77999878,31.51000023,1008.549988,0.219999999,217.0,215.0,7,20,1,2024,15,1
11093,1198,53.0,35.31000137,33.31000137,1008.27002,0.219999999,310.0,213.0,7,20,1,2024,16,1
11094,1199,53.0,34.47999954,35.83000183,1008.5,0.090000004,308.0,213.0,7,20,1,2024,17,1
11095,1200,51.0,32.99000168,37.25,1008.869995,0.029999999,64.0,213.0,7,20,1,2024,18,1
11096,1201,59.0,30.59000015,49.99000168,1009.390015,0.0,64.0,213.0,7,20,1,2024,19,1
11097,1202,77.0,29.42000008,61.77999878,1009.960022,0.07,142.0,215.0,7,20,1,2024,20,1
11098,1203,80.0,28.72999954,72.0,1010.780029,0.0,306.0,216.0,7,20,1,2024,21,1
11099,1204,81.0,28.51000023,75.94999695,1011.460022,0.109999999,216.0,217.0,7,20,1,2024,22,1
11100,1205,87.0,28.30999947,79.45999908,1011.609985,0.529999971,218.0,218.0,7,20,1,2024,23,1
11101,1206,114.0,28.04999924,80.97000122,1011.460022,0.310000002,142.0,220.0,1,21,1,2024,0,1
11102,1207,105.0,27.67000008,83.31999969,1011.380005,0.170000002,141.0,220.0,1,21,1,2024,1,1
11103,1208,104.0,27.21999931,85.22000122,1010.97998,0.0,141.0,220.0,1,21,1,2024,2,1
11104,1209,122.0,27.01000023,85.41000366,1010.549988,0.0,140.0,219.0,1,21,1,2024,3,1
11105,1210,107.0,26.86000061,86.45999908,1010.450012,0.0,142.0,218.0,1,21,1,2024,4,1
11106,1211,92.0,26.68000031,86.26000214,1010.650024,0.0,140.0,217.0,1,21,1,2024,5,1
11107,1212,91.0,26.47999954,87.55000305,1010.950012,0.0,142.0,215.0,1,21,1,2024,6,1
11108,1213,91.0,26.18000031,89.26999664,1011.700012,0.0,140.0,213.0,1,21,1,2024,7,1
11109,1214,114.0,26.79000092,85.83999634,1012.619995,0.0,309.0,211.0,1,21,1,2024,8,1
11110,1215,119.0,28.94000053,66.01999664,1013.48999,0.039999999,309.0,209.0,1,21,1,2024,9,1
11111,1216,88.0,31.0,60.09999847,1013.840027,0.239999995,360.0,208.0,1,21,1,2024,10,1
11112,1217,74.0,32.34999847,51.18999863,1013.820007,0.159999996,360.0,208.0,1,21,1,2024,11,1
11113,1218,57.0,33.31999969,40.72999954,1012.97998,0.239999995,218.0,208.0,1,21,1,2024,12,1
11114,1219,46.0,34.20999908,35.61000061,1011.75,0.140000001,308.0,207.0,1,21,1,2024,13,1
11115,1220,40.0,35.45000076,30.14999962,1010.52002,0.109999999,220.0,206.0,1,21,1,2024,14,1
11116,1221,43.0,36.16999817,28.68000031,1009.679993,0.159999996,61.0,206.0,1,21,1,2024,15,1
11117,1222,39.0,36.13000107,27.78000069,1009.22998,0.090000004,306.0,205.0,1,21,1,2024,16,1
11118,1223,40.0,35.34000015,33.84000015,1009.309998,0.150000006,217.0,205.0,1,21,1,2024,17,1
11119,1224,43.0,32.88999939,43.50999832,1009.650024,0.07,217.0,205.0,1,21,1,2024,18,1
11120,1225,57.0,30.45999908,52.22000122,1010.090027,0.039999999,0.0,205.0,1,21,1,2024,19,1
11121,1226,57.0,29.55999947,58.31999969,1010.640015,0.01,217.0,204.0,1,21,1,2024,20,1
11122,1227,62.0,28.46999931,63.81999969,1011.109985,0.0,216.0,203.0,1,21,1,2024,21,1
11123,1228,64.0,28.12000084,69.02999878,1011.219971,0.0,216.0,202.0,1,21,1,2024,22,1
11124,1229,66.0,28.01000023,75.36000061,1011.469971,0.0,360.0,201.0,1,21,1,2024,23,1
11125,1230,75.0,28.06999969,77.30999756,1011.52002,0.07,308.0,200.0,2,22,1,2024,0,2
11126,1231,81.0,27.59000015,77.93000031,1011.429993,0.090000004,217.0,197.0,2,22,1,2024,1,2
11127,1232,84.0,27.13999939,77.16999817,1011.210022,0.02,308.0,195.0,2,22,1,2024,2,2
11128,1233,78.0,26.30999947,78.19999695,1010.75,0.0,217.0,190.0,2,22,1,2024,3,2
11129,1234,79.0,25.85000038,79.94999695,1010.51001,0.0,217.0,187.0,2,22,1,2024,4,2
11130,1235,94.0,25.68000031,78.61000061,1010.77002,0.02,217.0,187.0,2,22,1,2024,5,2
11131,1236,97.0,25.32999992,79.19999695,1011.25,0.0,216.0,188.0,2,22,1,2024,6,2
11132,1237,85.0,25.48999977,68.93000031,1012.030029,0.01,308.0,187.0,2,22,1,2024,7,2
11133,1238,85.0,26.04000092,60.13000107,1012.929993,0.0,0.0,184.0,2,22,1,2024,8,2
11134,1239,87.0,27.56999969,44.11999893,1013.700012,0.25999999,306.0,180.0,2,22,1,2024,9,2
11135,1240,79.0,29.10000038,36.68000031,1014.390015,0.25999999,142.0,179.0,2,22,1,2024,10,2
11136,1241,61.0,30.92000008,31.77000046,1014.109985,0.330000013,218.0,178.0,2,22,1,2024,11,2
11137,1242,59.0,32.02000046,29.0,1013.280029,0.439999998,0.0,178.0,2,22,1,2024,12,2
11138,1243,52.0,32.93999863,27.79999924,1012.039978,0.379999995,0.0,179.0,2,22,1,2024,13,2
11139,1244,56.0,33.52999878,29.28000069,1010.76001,0.379999995,309.0,180.0,2,22,1,2024,14,2
11140,1245,59.0,33.88999939,29.5,1009.890015,0.379999995,360.0,182.0,2,22,1,2024,15,2
11141,1246,59.0,33.74000168,30.19000053,1009.659973,0.310000002,360.0,184.0,2,22,1,2024,16,2
11142,1247,56.0,33.52000046,31.35000038,1009.849976,0.389999986,64.0,186.0,2,22,1,2024,17,2
11143,1248,55.0,32.77000046,33.93000031,1010.429993,0.389999986,114.0,188.0,2,22,1,2024,18,2
11144,1249,69.0,30.96999931,42.95000076,1010.919983,0.340000004,216.0,189.0,2,22,1,2024,19,2
11145,1250,89.0,30.04000092,46.25999832,1011.280029,0.200000003,360.0,192.0,2,22,1,2024,20,2
11146,1251,81.0,29.39999962,48.68999863,1011.890015,0.860000014,360.0,194.0,2,22,1,2024,21,2
11147,1252,92.0,28.53000069,53.08000183,1012.47998,1.0,360.0,198.0,2,22,1,2024,22,2
11148,1253,107.0,27.84000015,60.47999954,1012.890015,0.980000019,360.0,201.0,2,22,1,2024,23,1
11149,1254,94.0,27.78000069,68.33999634,1012.840027,1.0,360.0,201.0,3,23,1,2024,0,1
11150,1255,63.0,28.11000061,70.51999664,1012.599976,0.49000001,310.0,201.0,3,23,1,2024,1,1
11151,1256,65.0,27.67000008,75.41000366,1012.289978,0.0,308.0,200.0,3,23,1,2024,2,1
11152,1257,86.0,27.15999985,81.73000336,1012.0,0.01,216.0,200.0,3,23,1,2024,3,1
11153,1258,86.0,27.0,82.56999969,1012.080017,0.050000001,360.0,201.0,3,23,1,2024,4,1
11154,1259,122.0,26.10000038,83.19000244,1012.26001,0.059999999,310.0,202.0,3,23,1,2024,5,1
11155,1260,136.0,25.75,83.73000336,1012.340027,0.200000003,220.0,203.0,3,23,1,2024,6,1
11156,1261,139.0,25.46999931,83.94000244,1012.559998,0.219999999,219.0,206.0,3,23,1,2024,7,1
11157,1262,145.0,25.38999939,85.48999786,1013.429993,0.200000003,216.0,208.0,3,23,1,2024,8,1
11158,1263,143.0,26.45000076,81.26000214,1014.340027,0.129999995,217.0,210.0,3,23,1,2024,9,1
11159,1264,105.0,29.77000046,67.66000366,1014.609985,0.25,218.0,212.0,3,23,1,2024,11,1
11160,1265,76.0,30.72999954,58.06000137,1013.900024,0.519999981,307.0,212.0,3,23,1,2024,12,1
11161,1266,120.0,28.23999977,71.11000061,1013.280029,0.829999983,307.0,215.0,3,23,1,2024,13,1
11162,1267,143.0,28.90999985,70.11000061,1012.369995,0.129999995,217.0,218.0,3,23,1,2024,14,1
11163,1268,161.0,28.96999931,71.58000183,1011.340027,0.360000014,0.0,223.0,3,23,1,2024,16,1
11164,1269,167.0,28.0,77.12000275,1011.590027,0.360000014,143.0,227.0,3,23,1,2024,17,1
11165,1270,145.0,26.56999969,86.62000275,1012.309998,0.140000001,217.0,231.0,3,23,1,2024,18,1
11166,1271,148.0,26.89999962,81.86000061,1012.669983,0.0,311.0,235.0,3,23,1,2024,19,1
11167,1272,190.0,26.96999931,80.05999756,1013.099976,0.360000014,0.0,240.0,3,23,1,2024,20,1
11168,1273,230.0,26.84000015,80.51999664,1013.859985,0.01,309.0,247.0,3,23,1,2024,21,1
11169,1274,196.0,26.84000015,80.51000214,1014.48999,0.0,216.0,252.0,3,23,1,2024,22,1
11170,1275,163.0,27.17000008,78.91000366,1014.73999,0.0,305.0,255.0,3,23,1,2024,23,1
11171,1276,171.0,27.32999992,79.05999756,1014.590027,0.0,307.0,258.0,4,24,1,2024,0,1
11172,1277,170.0,27.20999908,79.02999878,1014.369995,0.0,307.0,261.0,4,24,1,2024,1,1
11173,1278,185.0,26.92000008,80.91000366,1014.039978,0.01,306.0,265.0,4,24,1,2024,2,1
11174,1279,180.0,26.42000008,83.51999664,1013.330017,0.029999999,217.0,270.0,4,24,1,2024,3,1
11175,1280,61.0,26.79999924,60.95000076,1012.97998,0.219999999,360.0,269.0,4,24,1,2024,4,1
11176,1281,35.0,26.82999992,54.13000107,1012.969971,0.090000004,0.0,267.0,4,24,1,2024,5,1
11177,1282,34.0,26.37999916,53.34999847,1013.530029,0.209999993,217.0,265.0,4,24,1,2024,6,1
11178,1283,32.0,25.87000084,53.56999969,1014.469971,0.360000014,215.0,261.0,4,24,1,2024,7,1
11179,1284,31.0,25.47999954,53.72000122,1015.390015,0.319999993,309.0,257.0,4,24,1,2024,8,1
11180,1285,34.0,25.46999931,55.06000137,1016.219971,0.639999986,308.0,253.0,4,24,1,2024,9,1
11181,1286,31.0,26.5,52.22000122,1016.669983,0.709999979,306.0,248.0,4,24,1,2024,10,1
11182,1287,31.0,27.71999931,48.29999924,1016.650024,0.75,360.0,243.0,4,24,1,2024,11,1
11183,1288,35.0,28.29999924,46.02999878,1016.150024,1.470000029,309.0,240.0,4,24,1,2024,12,1
11184,1289,34.0,29.26000023,43.83000183,1015.25,1.460000038,360.0,239.0,4,24,1,2024,13,1
11185,1290,28.0,29.53000069,42.40999985,1014.169983,0.74000001,216.0,235.0,4,24,1,2024,14,1
11186,1291,26.0,29.15999985,43.04999924,1013.359985,0.270000011,310.0,230.0,4,24,1,2024,15,1
11187,1292,29.0,28.40999985,47.15000153,1012.98999,0.360000014,144.0,224.0,4,24,1,2024,16,1
11188,1293,40.0,26.51000023,58.65999985,1013.22998,1.220000029,306.0,219.0,4,24,1,2024,17,1
11189,1294,38.0,26.29000092,59.97999954,1013.690002,0.629999995,64.0,215.0,4,24,1,2024,18,1
11190,1295,43.0,25.90999985,61.86000061,1014.369995,0.439999998,0.0,210.0,4,24,1,2024,19,1
11191,1296,45.0,25.20000076,63.86000061,1015.200012,0.699999988,360.0,204.0,4,24,1,2024,20,1
11192,1297,52.0,24.22999954,67.44000244,1015.880005,0.660000026,360.0,192.0,4,24,1,2024,21,2
11193,1298,69.0,24.20000076,69.38999939,1016.580017,0.419999987,308.0,178.0,4,24,1,2024,22,2
11194,1299,54.0,24.54000092,66.20999908,1016.830017,0.340000004,66.0,166.0,4,24,1,2024,23,2
11195,1300,47.0,24.62000084,66.62999725,1016.880005,0.300000012,217.0,152.0,5,25,1,2024,0,2
11196,1301,54.0,23.59000015,75.55999756,1016.419983,0.310000002,58.0,139.0,5,25,1,2024,1,2
11197,1302,61.0,23.54999924,76.91999817,1016.0,0.310000002,302.0,125.0,5,25,1,2024,2,2
11198,1303,68.0,23.67000008,75.34999847,1015.409973,0.50999999,72.0,113.0,5,25,1,2024,3,2
11199,1304,50.0,23.0,73.51000214,1015.030029,0.340000004,218.0,112.0,5,25,1,2024,4,2
11200,1305,43.0,23.0,70.38999939,1015.150024,0.230000004,311.0,113.0,5,25,1,2024,5,2
11201,1306,47.0,23.20000076,72.52999878,1015.609985,0.129999995,307.0,114.0,5,25,1,2024,6,2
11202,1307,42.0,23.12000084,70.54000092,1016.119995,0.25999999,218.0,115.0,5,25,1,2024,7,2
11203,1308,39.0,24.22999954,64.52999878,1017.960022,0.589999974,223.0,116.0,5,25,1,2024,9,2
11204,1309,38.0,24.68000031,63.20000076,1018.799988,0.589999974,360.0,117.0,5,25,1,2024,10,2
11205,1310,39.0,24.96999931,61.84000015,1018.849976,0.769999981,309.0,117.0,5,25,1,2024,11,2
11206,1311,45.0,25.59000015,60.41999817,1018.390015,0.75999999,0.0,119.0,5,25,1,2024,12,2
11207,1312,51.0,26.87999916,56.00999832,1017.619995,0.879999995,218.0,121.0,5,25,1,2024,13,2
11208,1313,48.0,28.32999992,51.77000046,1016.400024,0.819999993,0.0,122.0,5,25,1,2024,14,2
11209,1314,37.0,27.45999908,56.83000183,1015.419983,1.620000005,217.0,123.0,5,25,1,2024,15,2
11210,1315,34.0,27.02000046,56.77000046,1015.02002,1.590000033,307.0,124.0,5,25,1,2024,16,2
11211,1316,35.0,25.79999924,60.34999847,1015.390015,1.320000052,360.0,125.0,5,25,1,2024,17,2
11212,1317,33.0,24.95000076,61.88999939,1015.75,1.5,360.0,124.0,5,25,1,2024,18,2
11213,1318,36.0,24.62000084,60.29000092,1016.109985,0.660000026,216.0,124.0,5,25,1,2024,19,2
11214,1319,39.0,24.42000008,59.5,1016.630005,0.889999986,217.0,123.0,5,25,1,2024,20,2
11215,1320,42.0,24.30999947,59.27999878,1017.26001,0.589999974,0.0,123.0,5,25,1,2024,21,2
11216,1321,47.0,24.26000023,59.11000061,1017.799988,1.120000005,299.0,123.0,5,25,1,2024,22,2
11217,1322,78.0,23.70000076,66.98000336,1018.150024,0.870000005,63.0,124.0,5,25,1,2024,23,2
11218,1323,87.0,23.51000023,67.22000122,1017.869995,0.550000012,0.0,127.0,6,26,1,2024,0,2
11219,1324,83.0,0.0,67.51000214,1017.450012,0.560000002,141.0,131.0,6,26,1,2024,1,2
11220,1325,78.0,23.03000069,68.05000305,1017.330017,0.50999999,64.0,134.0,6,26,1,2024,2,2
11221,1326,73.0,22.72999954,69.52999878,1017.01001,0.519999981,360.0,135.0,6,26,1,2024,3,2
11222,1327,66.0,22.35000038,70.93000031,1016.849976,0.699999988,307.0,135.0,6,26,1,2024,4,2
11223,1328,63.0,22.17000008,72.22000122,1017.109985,0.529999971,217.0,136.0,6,26,1,2024,5,2
11224,1329,68.0,21.82999992,73.66000366,1017.940002,0.449999988,217.0,139.0,6,26,1,2024,7,2
11225,1330,61.0,22.34000015,71.38999939,1019.409973,0.75999999,64.0,141.0,6,26,1,2024,9,2
11226,1331,65.0,23.73999977,65.05999756,1019.76001,0.430000007,144.0,143.0,6,26,1,2024,10,2
11227,1332,67.0,24.37999916,63.50999832,1019.559998,0.800000012,308.0,146.0,6,26,1,2024,11,2
11228,1333,81.0,25.96999931,58.04000092,1018.559998,0.930000007,0.0,151.0,6,26,1,2024,12,2
11229,1334,73.0,27.45000076,53.88999939,1017.570007,1.269999981,64.0,155.0,6,26,1,2024,13,2
11230,1335,75.0,28.35000038,51.93000031,1016.390015,0.790000021,0.0,158.0,6,26,1,2024,14,2
11231,1336,73.0,29.22999954,49.61000061,1015.309998,0.819999993,65.0,161.0,6,26,1,2024,15,2
11232,1337,65.0,29.70999908,48.49000168,1014.619995,0.910000026,218.0,162.0,6,26,1,2024,16,2
11233,1338,65.0,29.25,51.77000046,1014.51001,0.949999988,0.0,165.0,6,26,1,2024,17,2
11234,1339,68.0,28.20999908,55.77000046,1014.929993,0.819999993,309.0,169.0,6,26,1,2024,18,2
11235,1340,76.0,26.87999916,60.11999893,1015.400024,0.689999998,308.0,174.0,6,26,1,2024,19,2
11236,1341,67.0,26.59000015,60.40999985,1015.960022,0.5,317.0,177.0,6,26,1,2024,20,2
11237,1342,67.0,26.43000031,60.84999847,1016.700012,0.219999999,218.0,181.0,6,26,1,2024,21,2
11238,1343,79.0,26.19000053,62.77000046,1017.200012,0.389999986,64.0,185.0,6,26,1,2024,22,2
11239,1344,93.0,25.86000061,65.98000336,1017.340027,0.239999995,216.0,191.0,6,26,1,2024,23,2
11240,1345,86.0,25.62999916,67.31999969,1016.950012,0.209999993,218.0,195.0,7,27,1,2024,0,2
11241,1346,91.0,25.20999908,69.73000336,1016.609985,0.280000001,308.0,197.0,7,27,1,2024,1,2
11242,1347,91.0,24.81999969,70.80000305,1016.47998,0.370000005,308.0,197.0,7,27,1,2024,2,2
11243,1348,101.0,23.89999962,73.91000366,1015.710022,0.25,0.0,199.0,7,27,1,2024,4,2
11244,1349,106.0,23.64999962,76.55000305,1015.73999,0.200000003,308.0,201.0,7,27,1,2024,5,1
11245,1350,109.0,23.47999954,78.06999969,1016.070007,0.159999996,0.0,202.0,7,27,1,2024,6,1
11246,1351,111.0,23.29999924,78.01999664,1016.48999,0.419999987,0.0,204.0,7,27,1,2024,7,1
11247,1352,99.0,23.12999916,77.84999847,1017.210022,0.519999981,64.0,206.0,7,27,1,2024,8,1
11248,1353,120.0,24.30999947,72.33999634,1017.950012,0.589999974,142.0,208.0,7,27,1,2024,9,1
11249,1354,115.0,25.73999977,65.62999725,1018.419983,0.579999983,309.0,210.0,7,27,1,2024,10,1
11250,1355,102.0,27.04000092,60.75999832,1018.099976,0.449999988,360.0,212.0,7,27,1,2024,11,1
11251,1356,72.0,29.28000069,50.02000046,1017.109985,0.769999981,308.0,212.0,7,27,1,2024,12,1
11252,1357,53.0,30.72999954,43.81000137,1015.75,0.879999995,306.0,211.0,7,27,1,2024,13,1
11253,1358,62.0,31.29999924,42.09999847,1014.369995,0.860000014,217.0,210.0,7,27,1,2024,14,1
11254,1359,73.0,31.85000038,40.68000031,1013.25,0.529999971,306.0,210.0,7,27,1,2024,15,1
11255,1360,77.0,32.04000092,40.34000015,1012.539978,0.689999998,205.0,210.0,7,27,1,2024,16,1
11256,1361,73.0,31.73999977,41.02000046,1012.460022,0.949999988,309.0,211.0,7,27,1,2024,17,1
11257,1362,72.0,31.14999962,42.88000107,1012.900024,0.49000001,216.0,211.0,7,27,1,2024,18,1
11258,1363,72.0,30.37000084,45.15999985,1013.320007,0.310000002,311.0,211.0,7,27,1,2024,19,1
11259,1364,87.0,29.68000031,48.31000137,1013.830017,0.239999995,143.0,211.0,7,27,1,2024,20,1
11260,1365,120.0,28.06999969,60.84000015,1014.429993,0.340000004,360.0,214.0,7,27,1,2024,21,1
11261,1366,130.0,27.55999947,64.61000061,1014.840027,0.310000002,322.0,216.0,7,27,1,2024,22,1
11262,1367,155.0,27.15999985,67.48999786,1015.140015,0.219999999,309.0,219.0,7,27,1,2024,23,1
11263,1368,171.0,26.88999939,68.38999939,1015.289978,0.140000001,308.0,223.0,1,28,1,2024,0,1
11264,1369,144.0,26.65999985,67.34999847,1015.190002,0.01,308.0,225.0,1,28,1,2024,1,1
11265,1370,127.0,26.43000031,68.13999939,1015.0,0.090000004,360.0,227.0,1,28,1,2024,2,1
11266,1371,118.0,26.04000092,69.33999634,1014.47998,0.090000004,141.0,228.0,1,28,1,2024,3,1
11267,1372,130.0,25.80999947,69.80000305,1014.02002,0.039999999,310.0,229.0,1,28,1,2024,4,1
11268,1373,116.0,25.68000031,67.73000336,1013.890015,0.029999999,216.0,229.0,1,28,1,2024,5,1
11269,1374,110.0,25.32999992,68.5,1014.47998,0.050000001,64.0,229.0,1,28,1,2024,6,1
11270,1375,143.0,24.46999931,78.23000336,1015.380005,0.180000007,325.0,231.0,1,28,1,2024,7,1
11271,1376,151.0,24.52000046,79.73000336,1016.169983,0.170000002,308.0,233.0,1,28,1,2024,8,1
11272,1377,132.0,26.68000031,65.41999817,1016.960022,0.170000002,217.0,233.0,1,28,1,2024,9,1
11273,1378,67.0,29.46999931,48.56000137,1017.450012,0.610000014,219.0,231.0,1,28,1,2024,10,1
11274,1379,59.0,30.5,45.36000061,1017.340027,0.819999993,341.0,230.0,1,28,1,2024,11,1
11275,1380,61.0,31.17000008,43.68999863,1016.359985,1.070000052,141.0,229.0,1,28,1,2024,12,1
11276,1381,75.0,31.43000031,43.59000015,1015.210022,1.179999948,305.0,230.0,1,28,1,2024,13,1
11277,1382,74.0,32.40999985,41.11000061,1013.869995,0.469999999,298.0,231.0,1,28,1,2024,14,1
11278,1383,80.0,32.81999969,40.72999954,1012.780029,0.389999986,360.0,231.0,1,28,1,2024,15,1
11279,1384,83.0,33.27999878,39.38999939,1012.080017,0.219999999,0.0,231.0,1,28,1,2024,16,1
11280,1385,89.0,32.61999893,40.79000092,1012.27002,0.180000007,219.0,232.0,1,28,1,2024,17,1
11281,1386,91.0,31.85000038,42.81999969,1012.780029,0.100000001,216.0,233.0,1,28,1,2024,18,1
11282,1387,90.0,30.94000053,47.68999863,1013.450012,0.25,321.0,233.0,1,28,1,2024,19,1
11283,1388,85.0,30.07999992,49.70000076,1013.919983,0.050000001,300.0,233.0,1,28,1,2024,20,1
11284,1389,81.0,29.23999977,51.31999969,1014.72998,0.0,360.0,232.0,1,28,1,2024,21,1
11285,1390,92.0,28.38999939,56.20999908,1015.340027,0.0,360.0,230.0,1,28,1,2024,22,1
